"編號","管制編號","裁處時間","管轄縣市","裁處書字號","違反時間","違反法令","裁罰金額","是否訴願","審議機關","訴願結果","陳情結果","違規人名稱","裁處公司名稱","事業名稱","地址","縣市","鄉鎮","行業別","所屬工業區","列管類別","機構地址","東經","北緯","更正後X","更正後Y","列管狀況","事業別","鄉鎮別","流域別"
229,"J5901961","2015/9/21","新竹縣","30-104-090009","2015/7/7","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第50條",10000,"否","","","","全興避震器股份有限公司","全興避震器股份有限公司","全興避震器股份有限公司","新竹縣湖口鄉鳳山村仁義路１０號","新竹縣","湖口鄉","金屬加工處理業(其他金屬加工處理業)","新竹工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉鳳山村仁義路10號",250216.1,2751492.3,250216.1,2751492.3,"屬於水污法定義範圍內之列管事業","電鍍業","湖口鄉","茄苳溪(南崁溪支流)"
230,"J5901961","2015/9/18","新竹縣","30-104-090007","2015/7/7","水污染防治措施及檢測申報管理辦法第16條，水污染防治法第18條",10000,"否","","","","全興避震器股份有限公司","全興避震器股份有限公司","全興避震器股份有限公司","新竹縣湖口鄉鳳山村仁義路１０號","新竹縣","湖口鄉","金屬加工處理業(其他金屬加工處理業)","新竹工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉鳳山村仁義路10號",250216.1,2751492.3,250216.1,2751492.3,"屬於水污法定義範圍內之列管事業","電鍍業","湖口鄉","茄苳溪(南崁溪支流)"
231,"J5901961","2015/9/18","新竹縣","30-104-090008","2015/7/7","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第4條",10000,"否","","","","全興避震器股份有限公司","全興避震器股份有限公司","全興避震器股份有限公司","新竹縣湖口鄉鳳山村仁義路１０號","新竹縣","湖口鄉","金屬加工處理業(其他金屬加工處理業)","新竹工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉鳳山村仁義路10號",250216.1,2751492.3,250216.1,2751492.3,"屬於水污法定義範圍內之列管事業","電鍍業","湖口鄉","茄苳溪(南崁溪支流)"
232,"J5901989","2015/7/8","新竹縣","30-104-070002","2015/6/9","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第4條",10000,"否","","","","健亞生物科技股份有限公司","健亞生物科技股份有限公司","健亞生物科技股份有限公司","新竹縣湖口鄉中興村１９鄰工業一路１號","新竹縣","湖口鄉","藥品及醫用化學製品製造業(西藥製造業)","新竹擴大工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉中興村工業一路1號",252609,2751687,252609,2751687,"屬於水污法定義範圍內之列管事業","藥品製造業","湖口鄉","新豐溪"
233,"J5901998","2014/2/6","新竹縣","30-103-020002","2013/12/12","水污染防治法第7條第1項，水污染防治法第18條",330000,"否","","","資料鍵入錯誤","友發化工股份有限公司新竹廠","友發化工股份有限公司新竹廠","友發化工股份有限公司新竹廠","新竹縣湖口鄉鳳山村仁政路２號","新竹縣","湖口鄉","基本化學材料製造業(基本化學材料製造業)","新竹工業區","空氣污染;水污染;廢棄物;","新竹縣湖口鄉鳳山村仁政路2號",251169,2750995,251169,2750995,"屬於水污法定義範圍內之列管事業","化工業","湖口鄉","新豐溪"
234,"J5902262","2016/10/5","新竹縣","30-105-100005","2016/7/19","水污染防治法第7條第1項",60000,"否","","","","合昌實業股份有限公司","合昌實業股份有限公司","合昌實業股份有限公司","新竹縣湖口鄉長安村長安路２２３號","新竹縣","湖口鄉","印染整理業(印染整理業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣湖口鄉長安村長安路223號",259486,2752999,259486,2752999,"屬於水污法定義範圍內之列管事業","印染整理業","湖口鄉","新豐溪"
235,"J5902262","2015/11/17","新竹縣","30-104-110012","2015/10/21","水污染防治法第21條第2項，環境保護專責單位或人員設置及管理辦法第13條第2項",10000,"否","","","","合昌實業股份有限公司","合昌實業股份有限公司","合昌實業股份有限公司","新竹縣湖口鄉長安村長安路２２３號","新竹縣","湖口鄉","印染整理業(印染整理業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣湖口鄉長安村長安路223號",259486,2752999,259486,2752999,"屬於水污法定義範圍內之列管事業","印染整理業","湖口鄉","新豐溪"
236,"J5902262","2014/8/20","新竹縣","30-103-080006","2014/7/2","水污染防治法第14條第2項",10000,"否","","","","合昌實業股份有限公司","合昌實業股份有限公司","合昌實業股份有限公司","新竹縣湖口鄉長安村長安路２２３號","新竹縣","湖口鄉","印染整理業(印染整理業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣湖口鄉長安村長安路223號",259486,2752999,259486,2752999,"屬於水污法定義範圍內之列管事業","印染整理業","湖口鄉","新豐溪"
237,"J5902262","2014/8/20","新竹縣","30-103-080007","2014/7/2","水污染防治法第20條第1項",30000,"否","","","","合昌實業股份有限公司","合昌實業股份有限公司","合昌實業股份有限公司","新竹縣湖口鄉長安村長安路２２３號","新竹縣","湖口鄉","印染整理業(印染整理業)","非屬工業區類","空氣污染;水污染;廢棄物;","新竹縣湖口鄉長安村長安路223號",259486,2752999,259486,2752999,"屬於水污法定義範圍內之列管事業","印染整理業","湖口鄉","新豐溪"
238,"J5902459","2016/5/31","新竹縣","30-105-050021","2016/3/2","水污染防治法第7條第1項",6000,"否","","","","古重良養豬場","古重良養豬場","古重良養豬場","新竹縣湖口鄉羊喜窩段一三八之三地號","新竹縣","湖口鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;","",,,,,"","","",""
239,"J5902459","2016/1/4","新竹縣","30-105-010006","2015/10/26","水污染防治法第7條第1項",6000,"否","","","","古重良養豬場","古重良養豬場","古重良養豬場","新竹縣湖口鄉羊喜窩段一三八之三地號","新竹縣","湖口鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;","",,,,,"","","",""
240,"J5902557","2016/6/16","新竹縣","30-105-060010","2016/4/6","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第41條",10000,"否","","","","再興育樂開發股份有限公司(再興高爾夫球場）","再興育樂開發股份有限公司(再興高爾夫球場）","再興育樂開發股份有限公司(再興高爾夫球場）","新竹縣湖口鄉長安村１０鄰南窩５０號","新竹縣","湖口鄉","娛樂及休閒服務業(遊樂園及主題樂園)","非屬工業區類","水污染;","新竹縣湖口鄉長安村再興路350號",258169,2753064,258169,2753064,"屬於水污法定義範圍內之列管事業","遊樂園(區)","湖口鄉","新豐溪"
241,"J5902600","2015/9/1","新竹縣","30-104-090001","2015/7/29","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第7條",10000,"否","","","","康普材料科技股份有限公司","康普材料科技股份有限公司","康普材料科技股份有限公司","新竹縣湖口鄉鳳山村文化路一一號?復興路２號?２之１號","新竹縣","湖口鄉","其他化學製品製造業(其他化學製品製造業)","新竹工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉鳳山村文化路11號、復興路2號、2-1號",251178,2750903,251178,2750903,"屬於水污法定義範圍內之列管事業","化工業","湖口鄉","新豐溪"
242,"J5902600","2015/9/1","新竹縣","30-104-090002","2015/7/29","水污染防治法第18條，水污染防治措施及檢測申報管理辦法第7條",10000,"否","","","","康普材料科技股份有限公司","康普材料科技股份有限公司","康普材料科技股份有限公司","新竹縣湖口鄉鳳山村文化路一一號?復興路２號?２之１號","新竹縣","湖口鄉","其他化學製品製造業(其他化學製品製造業)","新竹工業區","空氣污染;水污染;廢棄物;毒性化學物質;","新竹縣湖口鄉鳳山村文化路11號、復興路2號、2-1號",251178,2750903,251178,2750903,"屬於水污法定義範圍內之列管事業","化工業","湖口鄉","新豐溪"
243,"J5902815","2015/10/8","新竹縣","30-104-100003","2015/8/14","水污染防治法第28條，水污染防治法第7條第1項",150000,"否","","","","惠豐化工廠股份有限公司","惠豐化工廠股份有限公司","惠豐化工廠股份有限公司","新竹縣湖口鄉鳳山村復興路６號","新竹縣","湖口鄉","其他化學製品製造業(其他化學製品製造業)","新竹工業區","空氣污染;水污染;廢棄物;","新竹縣湖口鄉鳳山村復興路6號",250994,2750960,250994,2750960,"屬於水污法定義範圍內之列管事業","化工業","湖口鄉","新豐溪"
244,"J5902815","2014/12/2","新竹縣","30-103-120001","2014/10/22","水污染防治法第18條",10000,"否","","","","惠豐化工廠股份有限公司","惠豐化工廠股份有限公司","惠豐化工廠股份有限公司","新竹縣湖口鄉鳳山村復興路６號","新竹縣","湖口鄉","其他化學製品製造業(其他化學製品製造業)","新竹工業區","空氣污染;水污染;廢棄物;","新竹縣湖口鄉鳳山村復興路6號",250994,2750960,250994,2750960,"屬於水污法定義範圍內之列管事業","化工業","湖口鄉","新豐溪"
245,"J5902815","2014/4/24","新竹縣","30-103-040006","2014/3/4","水污染防治法第7條第1項，水污染防治法第18條",200000,"否","","","","惠豐化工廠股份有限公司","惠豐化工廠股份有限公司","惠豐化工廠股份有限公司","新竹縣湖口鄉鳳山村復興路６號","新竹縣","湖口鄉","其他化學製品製造業(其他化學製品製造業)","新竹工業區","空氣污染;水污染;廢棄物;","新竹縣湖口鄉鳳山村復興路6號",250994,2750960,250994,2750960,"屬於水污法定義範圍內之列管事業","化工業","湖口鄉","新豐溪"
406,"J62097000900","2014/3/4","新竹縣","30-103-030001","2014/1/17","水污染防治法第7條第1項",160000,"否","","","","台灣星科金朋半導體股份有限公司芎林廠","台灣星科金朋半導體股份有限公司","","","","","","","","",,,,,"","","",""
407,"J6203320","2015/1/14","新竹縣","30-104-010017","2014/10/28","水污染防治措施及檢測申報管理辦法第53條，水污染防治措施及檢測申報管理辦法第50條，水污染防治法第18條",10000,"否","","","","山健包裝股份有限公司","山健包裝股份有限公司","山健包裝股份有限公司","新竹縣芎林鄉秀湖村山豬湖９９之２５號","新竹縣","芎林鄉","紙漿、紙及紙板製造業(紙板製造業)","芎林工業用地","水污染;廢棄物;","新竹縣芎林鄉秀湖村山豬湖99之25號",260900,2736633,260900,2736633,"屬於水污法定義範圍內之列管事業","照相沖洗業及製版業","芎林鄉","頭前溪"
408,"J6295006","2014/8/15","新竹縣","30-103-080003","2014/5/16","水污染防治法第20條",6000,"否","","","","弘馳股份有限公司","弘馳股份有限公司","弘馳股份有限公司","新竹縣芎林鄉五龍村３鄰五和街２２１號","新竹縣","芎林鄉","廢棄物處理業(有害廢棄物處理業)","芎林工業用地","空氣污染;水污染;廢棄物;","新竹縣芎林鄉五龍村三鄰五和街221號",261805,2736944,261805,2736944,"屬於水污法定義範圍內之列管事業","「廢棄物焚化廠」或其他廢棄物處理廠(場)","芎林鄉","頭前溪"
409,"J6295006","2014/8/13","新竹縣","30-103-080001","2014/5/16","水污染防治法第18條",10000,"否","","","","弘馳股份有限公司","弘馳股份有限公司","弘馳股份有限公司","新竹縣芎林鄉五龍村３鄰五和街２２１號","新竹縣","芎林鄉","廢棄物處理業(有害廢棄物處理業)","芎林工業用地","空氣污染;水污染;廢棄物;","新竹縣芎林鄉五龍村三鄰五和街221號",261805,2736944,261805,2736944,"屬於水污法定義範圍內之列管事業","「廢棄物焚化廠」或其他廢棄物處理廠(場)","芎林鄉","頭前溪"
410,"J62A0637","2013/6/17","新竹縣","30-102-060005","2013/4/10","水污染防治法第14條第1項",100000,"否","","","","心鮮股份有限公司","心鮮股份有限公司","心鮮股份有限公司","新竹縣芎林鄉新鳳村倒別牛２３號２樓","新竹縣","芎林鄉","餐館業","非屬工業區類","水污染;廢棄物;","新竹縣芎林鄉新鳳村倒別牛23號2樓",260761,2740449,260761,2740449,"屬於水污法定義範圍內之列管事業","餐飲業、觀光旅館(飯店)","芎林鄉","頭前溪"
411,"J6300048","2016/5/2","新竹縣","30-105-050002","2016/2/26","水污染防治法第7條第1項",6000,"否","","","","益瑩養豬場","益瑩養豬場","益瑩養豬場","新竹縣寶山鄉大壢段下大壢小段２０８、２０８之２地號","新竹縣","寶山鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;廢棄物;","新竹縣寶山鄉大壢段下大壢小段208、208-2地號",251423,2733810,251423,2733810,"屬於水污法定義範圍內之列管事業","畜牧業","寶山鄉","中港溪"
412,"J6300048","2014/7/16","新竹縣","30-103-070006","2014/6/11","水污染防治法第18條",10000,"否","","","","益瑩養豬場","益瑩養豬場","益瑩養豬場","新竹縣寶山鄉大壢段下大壢小段２０８、２０８之２地號","新竹縣","寶山鄉","畜牧業(豬飼育業)","非屬工業區類","水污染;廢棄物;","新竹縣寶山鄉大壢段下大壢小段208、208-2地號",251423,2733810,251423,2733810,"屬於水污法定義範圍內之列管事業","畜牧業","寶山鄉","中港溪"
